År,Myndighet,Anslagsnamn,Anslagspostsnamn,Utgiftsområdesnamn,Organisationsnummer,Total,,,Utfall januari,Utfall februari,Utfall mars,Utfall april,Utfall maj,Utfall juni,Utfall juli,Utfall augusti,Utfall september,Utfall oktober,Utfall november,Utfall december
2024,Trafikverket,Vidmakthållande av statens transportinfrastruktur,Vidmakthållande väg,Kommunikationer,2021006297,1.52028E+11,,,"3,434,874,047","111,481,158,205","499,378,745","3,101,324,424","1,994,315,902","1,984,977,489","4,698,599,575","2,809,404,537","472,714,346","9,259,551,532","6,243,576,773","6,048,146,917"
2024,Trafikverket,Vidmakthållande av statens transportinfrastruktur,Vidmakthållande järnväg,Kommunikationer,2021006297,1.52414E+12,,,"63,051,106,821","127,855,253,686","134,497,874,242","123,455,938,576","128,804,237,368","153,027,513,033","136,941,032,169","159,556,069,812","144,736,908,642","159,405,112,676","176,893,231,859","15,919,169,916"
2024,Trafikverket,Trafikverket,Trafikverkets administration,Kommunikationer,2021006297,1.41791E+11,,,"13,661,112,058","13,549,297,603","13,699,988,369","13,618,335,615","13,423,102,457","13,428,517,729","10,315,704,368","531,817,066","9,069,032,319","13,577,912,112","12,296,392,975","14,619,995,906"
2024,Sjöfartsverket,Ersättning för sjöräddning och fritidsbåtsändamål,Ersättning för fritidsbåtsändamål m.m.,Kommunikationer,2021000654,13333099981,,,"133,327",0,0,"133,327",0,0,"133,327",0,0,"-2,121,496,035","4,126,278,551","11,327,917,484"
2024,Sjöfartsverket,Ersättning för viss kanal- och slussinfrastruktur,Ersättning till viss kanaltrafik m.m.,Kommunikationer,2021000654,15617713,,,"15,571",0,0,"15,571",0,0,"15,571",0,0,"5,190,333","10,380,667",0
2024,Trafikverket,Ersättning avseende icke statliga flygplatser,Icke statliga flygplatser,Kommunikationer,2021006297,209909671,,,0,0,"0,10332",0,0,0,0,0,0,0,"67,304,428","142,605,243"
2024,Trafikverket,Ersättning avseende icke statliga flygplatser,Flygtrafiktjänster,Kommunikationer,2021006297,13413943,,,0,0,0,0,0,0,0,0,0,0,"13,413,943",0
2024,Trafikverket,Ersättning avseende icke statliga flygplatser,Beredskapsflygplatser,Kommunikationer,2021006297,68555997,,,0,"52,958,663",0,"3,049,399",0,"0,025499",0,0,"0,006875",0,"0,701899","12,547,935"
2024,Trafikverket,Trafikavtal,Trafikavtal,Kommunikationer,2021006297,55168006788,,,"84,888,183","76,161,596","11,338,747,753","8,262,379,736","5,428,700,897","7,807,099,416","2,073,065,416","8,950,390,812","81,258,635","97,645,654","793,734,215","10,173,934,475"
2024,Kammarkollegiet,Viss internationell verksamhet,Viss internationell verksamhet - del till Kammarkollegiet,Kommunikationer,2021000829,30,,,30,0,0,0,0,0,0,0,0,0,0,0
2024,Statens väg- och transportforskningsinstitut,Statens väg- och transportforskningsinstitut,Statens väg- och transportforskningsinstitut,Kommunikationer,2021000704,6990211086,,,"134,047,764","65,652,578","100,611,091","687,275,653","797,364,968","636,466,765","310,861,632","692,593,643","857,179,204","883,859,595","852,215,474","972,082,719"
2024,Trafikverket,Från EU-budgeten finansierade stöd till Transeuropeiska nätverk,"EU-stöd, TEN",Kommunikationer,2021006297,73252092879,,,0,0,"37,971,173,958","7,686,017,455","3,511,722,061","5,831,086,526",0,0,0,0,0,"18,252,092,879"
2024,Domstolsverket,Trängselskatt i Stockholm,Trängselskatt - del till Domstolsverket,Kommunikationer,2021002742,0,,,0,0,"0,0721091",0,0,"0,11216146",0,0,"0,10616474",0,0,"0,14262112"
2024,Skatteverket,Trängselskatt i Stockholm,Trängselskatt - del till Skatteverket,Kommunikationer,2021005448,968456336,,,"261,073,725","219,844,539","211,006,769","193,963,886","231,374,976","132,579,064","0,96397064","191,004,806","229,364,721","291,580,077","21,648,118","-1,014,984,345"
2024,Trafikverket,Trängselskatt i Stockholm,Trängselskatt Stockholm - del till Trafikverket,Kommunikationer,2021006297,2717723030,,,"0,84362682","220,883,704","14,128,538","168,384,646","184,595,721","309,565,837","290,256,091","334,463,891","197,571,701","208,764,967","285,701,629","503,406,305"
2024,Kronofogdemyndigheten,Trängselskatt i Stockholm,Trängselskatt - del till Kronofogdemyndigheten,Kommunikationer,2021005646,0,,,0,0,"0,925",0,0,"0,895",0,0,"0,586",0,0,"0,994"
2024,Transportstyrelsen,Trängselskatt i Stockholm,Trängselskatt - del till Transportstyrelsen,Kommunikationer,2021006099,6820796079,,,"627,163,727","752,164,631","596,169,797","606,834,587","556,808,121","648,579,136","0,57660903","748,152,511","640,504,967","590,500,281","556,667,023","497,251,298"
2024,Trafikverket,Trängselskatt i Stockholm,Trängselskatt Stockholm - del till Trafikverket,Kommunikationer,2021006297,1.47881E+11,,,"80,127,373,878","17,842,591,152","-8,788,924,553","-7,277,460,948","75,797,505,805","-24,930,993,464","12,421,399,478","17,097,529,883","-12,717,961,543","20,439,083,847","39,039,486,172","-61,168,795,488"
2024,Transportstyrelsen,Transportstyrelsen,Verksamhet som finansieras med avgifter.,Kommunikationer,2021006099,1.69216E+11,,,"14,025,179,939","17,141,082,363","15,243,805,522","14,419,992,223","15,447,009,448","14,853,525,541","-8,521,678","21,877,043,207","14,763,286,242","14,524,003,119","13,809,801,272","13,119,418,281"
2024,Transportstyrelsen,Transportstyrelsen,Verksamhet som inte finansieras med avgifter.,Kommunikationer,2021006099,1.79352E+11,,,"6,771,877,589","8,130,626,728","7,567,147,761","7,456,592,425","7,065,210,508","738,849,852","-130,476,733","9,755,022,548","110,348,484,834","7,137,127,211","7,097,892,353","7,413,754,344"
2024,Trafikanalys,Trafikanalys,Trafikanalys - del till Trafikanalys,Kommunikationer,2021006305,6752123389,,,"426,740,012","563,821,336","575,248,634","581,861,011","606,451,018","737,349,425","642,659,659","65,108,205","592,925,511","538,627,906","757,398,477","663,932,195"
2024,Trafikverket,Trängselskatt i Göteborg,Trängselskatt Göteborg - del till Trafikverket,Kommunikationer,2021006297,1756229852,,,"0,42644283","220,630,778","129,534,904","0,50192309","237,965,777","362,939,884","156,162,326","151,302,281","219,342,112","119,358,842","-8,753,947","167,746,895"
2024,Trafikverket,Trängselskatt i Göteborg,Trängselskatt Göteborg - del till Trafikverket,Kommunikationer,2021006297,661766904,,,"0,207641","431,956,405","-10,913,667,475","3,403,842,812","312,466,333","131,962,007","106,872,037","354,150,788","0,69589885","95,324,805","71,377,014","6,667,482,178"
2024,Skatteverket,Trängselskatt i Göteborg,Trängselskatt i Göteborg - del till Skatteverket,Kommunikationer,2021005448,11871511,,,0,0,0,0,"0,000332",0,0,0,0,0,0,"11,871,511"
2024,Domstolsverket,Trängselskatt i Göteborg,Trängselskatt i Göteborg - del till Domstolsverket,Kommunikationer,2021002742,0,,,0,0,"0,04445131",0,0,"0,08920777",0,0,"0,08848956",0,0,"0,12006356"
2024,Kronofogdemyndigheten,Trängselskatt i Göteborg,Trängselskatt i Göteborg - del till Kronofogdemyndigheten,Kommunikationer,2021005646,0,,,0,0,"0,616",0,0,"0,597",0,0,"0,391",0,0,"0,046"
2024,Transportstyrelsen,Trängselskatt i Göteborg,Trängselskatt i Göteborg - del till Transportstyrelsen,Kommunikationer,2021006099,10630381643,,,"1,177,195,176","832,595,929","831,646,997","845,755,666","786,969,344","989,617,556","0,50312045","1,116,316,842","893,827,747","837,197,303","885,502,727","1,433,756,356"
2024,Trafikverket,Sjöfartsstöd,Sjöfartsstöd,Kommunikationer,2021006297,1417864839,,,"117,592,098","106,543,392","102,386,546","103,867,515","126,023,318","120,239,387","127,742,791","122,567,412","113,202,357","152,486,407","115,135,504","110,078,112"
2024,Trafikverket,Internationell tågtrafik,Internationell tågtrafik,Kommunikationer,2021006297,164049361,,,"5,726,743","57,368,245","57,215,095","5,722,048","5,452,704","11,426,624","0,01344","6,043,604","0,0043005","5,048,926","5,015,614","5,029,758"
2024,Luftfartsverket,Infrastruktur för flygtrafiktjänst,Infrastruktur för flygtrafiktjänst,Kommunikationer,2021000795,33134075668,,,"92,636,531","2,935,265,637","3,498,544,167","2,450,931,601","2,688,061,299","2,996,069,927","1,532,572,546","2,664,987,039","2,929,413,686","3,176,643,584","2,964,246,026","5,204,703,625"
2024,Centrala studiestödsnämnden,Lån till körkort,Lån till körkort för arbetssökande i åldern 18–47 år,Kommunikationer,2021001819,0,,,"1,51","0,915","0,785","0,495","0,535","0,31","0,275","0,25","0,245","0,125","0,095","0,04"
2024,Centrala studiestödsnämnden,Lån till körkort,Lån till körkort för personer med fullföljd gymnasieutbildning i åldern 19–20 år,Kommunikationer,2021001819,0,,,"0,365","0,245","0,195","0,16","0,14","0,115","0,065","0,065","0,07","0,035",0,"0,025"
2024,Luftfartsverket,Obemannad luftfart,Obemannad luftfart,Kommunikationer,2021000795,15201209,,,"0,113262","1,388,383","3,019,055","147,576","1,633,007","2,048,266","0,336332","0,831515","3,501,332","1,913,252","1,550,338","0,951922"
2024,Post- och telestyrelsen,Post- och telestyrelsen,Förvaltningskostnader för vissa myndighetsuppgifter,Kommunikationer,2021004359,16091140054,,,"0,0414666","2,401,321,088","879,224,165","1,374,587,013","1,098,251,507","1,224,681,751","0,47425102","2,283,403,432","1,481,123,023","1,520,782,948","1,598,749,102","2,229,016,025"
2024,Post- och telestyrelsen,Ersättning för särskilda tjänster för personer med funktionsnedsättning,Ersättning för särskilda tjänster för personer med funktionsnedsättning,Kommunikationer,2021004359,11341278752,,,"0,728694","843,975,163","1,684,434,062","332,166,288","865,926,779","1,698,432,945","0,85039544","802,402,923","1,727,500,476","302,205,409","1,199,916,105","1,884,318,602"
2024,Länsstyrelsen i Dalarnas län,Grundläggande betaltjänster,Grundl. betaltj. - del till länsstyrelsen i Dalarna,Kommunikationer,2021002429,0,,,"0,08093336","0,13802031","0,11177657","0,10645734","0,1174135","0,18182083","0,03507964","0,06272101","0,19780692","0,05932419","0,12818113","0,7804652"
2024,Post- och telestyrelsen,Grundläggande betaltjänster,Grundl. betaltj. - del till Post- och telestyrelsen,Kommunikationer,2021004359,1903799476,,,0,0,"-83,398,921",0,0,"390,442,082",0,0,"343,206,039","0,00948","1,253,550,276","0,261519"
2024,Post- och telestyrelsen,Informationsteknik och telekommunikation,Informationsteknik - del till Post- och telestyrelsen,Kommunikationer,2021004359,652506715,,,0,"0,63238469","198,806,934","0,65714354","0,63845326","239,325,358","0,02895155","-488,386,318","0,68850104","590,056,367","0,15829338","112,704,374"
2024,Statistiska centralbyrån,Informationsteknik och telekommunikation,Informationsteknik - del till Statistiska centralbyrån,Kommunikationer,2021000837,0,,,"0,52782339","0,48982349","0,47920021","0,45128729","0,60987325","0,37548742","0,11745425","0,40893823","0,28297122","0,4211248","0,02601645",0
2024,Kammarkollegiet,Informationsteknik och telekommunikation,Informationsteknik - del till Kammarkollegiets disposition,Kommunikationer,2021000829,0,,,0,0,0,0,0,0,0,0,0,0,"1,85",0
2024,Myndigheten för digital förvaltning,Informationsteknik och telekommunikation,Informationsteknik - del till medfinansiering av EU-programmet Digital Informationsteknik,Kommunikationer,2021006883,636257715,,,"0,380706","0,223122","0,84867403","0,54597752","0,34440563","0,154558","0,44296477","0,0593","0,45256258","483,257,477","153,000,238","0,18465651"
2024,Verket för innovationssystem,Informationsteknik och telekommunikation,Informationsteknik - del till medfinansiering av EU-programmet Digital Informationsteknik,Kommunikationer,2021005216,16020835,,,0,0,0,0,"2,165,563",0,"10,642,269",0,"1,305,318","6,81","1,907,685",0
2024,Post- och telestyrelsen,Driftsäker och tillgänglig elektronisk kommunikation,Del till Post- och telestyrelsen,Kommunikationer,2021004359,11741044272,,,"106,568,758","-99,283,008","446,748,482","186,636,934","330,582,514","2,922,290,475","1,324,579,717","315,562,165","31,462,236","101,395,511","94,897,153","5,979,603,335"
2024,Post- och telestyrelsen,Driftsäker och tillgänglig elektronisk kommunikation,Elektronisk komm - Tillgängliga elektroniska kommunikationer - del till Post- och telestyrelsen,Kommunikationer,2021004359,35954674,,,"0,0055512","857,642","35,097,032","0,01640055","0,105","0,0065","0,015",0,"0,04452725",0,"0,3199205","0,0065"
2024,Post- och telestyrelsen,Driftsäker och tillgänglig elektronisk kommunikation,Civilt försvar,Kommunikationer,2021004359,11647634205,,,"1,190,275,919","0,52627424","151,231,801","0,23049664","0,61752371","1,212,470,346","827,431,409","0,58337806","-236,902,598","724,362,347","1,422,217,792","6,356,547,189"
2024,Post- och telestyrelsen,Driftsäker och tillgänglig elektronisk kommunikation,Stöd för bredbandsutbyggnad,Kommunikationer,2021004359,2181219475,,,"-10,751,784","991,381,651","482,577,832","563,340,653","49,477,847","468,657,109","0,28422189","76,836,193","279,064,571","375,191,886","135,167,446","-1,229,723,929"
2024,Post- och telestyrelsen,Driftsäker och tillgänglig elektronisk kommunikation,Stöd för bredbandsutbyggnad RRF,Kommunikationer,2021004359,4916455523,,,0,0,0,0,0,0,0,0,0,0,0,"4,916,455,523"
2024,Post- och telestyrelsen,Driftsäker och tillgänglig elektronisk kommunikation,Stöd för bredbandsutbyggnad RRF,Kommunikationer,2021004359,-265514966,,,0,0,0,0,0,"122,842,193","0,000332","243,776,996","291,932,782","2,681,634","283,400,316","-1,210,148,887"
2024,Myndigheten för digital förvaltning,Myndigheten för digital förvaltning,Myndigheten för digital förvaltning,Kommunikationer,2021006883,14827788016,,,"1,037,820,913","1,490,973,319","1,324,216,823","1,208,796,309","1,053,833,221","129,855,302","1,735,084,514","1,161,996,252","1,445,541,908","969,219,241","178,018,291","3,092,431,923"
2024,Myndigheten för digital förvaltning,Digital förvaltning,Förvaltningsgemensam digital infrastruktur,Kommunikationer,2021006883,3384621866,,,"0,26542176","202,619,731","178,897,561","778,081,406","458,969,117","151,482,869","0,71487494","0,91343756","154,717,845","333,122,498","1,037,613,611","89,117,228"
2024,Myndigheten för digital förvaltning,Digital förvaltning,Digital förvaltning,Kommunikationer,2021006883,3362985443,,,"0,354614","100,415,536","241,106,334","291,478,625","840,091,296","222,011,777","179,975,912","172,524,051","348,831,543","455,158,833","198,206,359","313,185,177"
2024,Myndigheten för digital förvaltning,Digital förvaltning,Välfärdens digitala infrastruktur,Kommunikationer,2021006883,3411234144,,,"134,098,474","693,325,616","411,069,424","144,660,751","308,239,355","515,423,433","168,248,001","151,229,557","363,717,692","420,278,786","36,197,542","64,745,513"
2024,Myndigheten för digital förvaltning,Digital förvaltning,Nationell samordning enligt förordningen om en gemensam digital ingång,Kommunikationer,2021006883,133483503,,,"0,29002072","0,43375333","0,21338235","133,483,503","0,30669033","0,210269","0,26908661","0,32204272","0,37293919","0,40245989","0,17096506","0,3892538"
2024,Myndigheten för digital förvaltning,Digital förvaltning,Förvaltningsgemensamma digitala lösningar för att möta kraven i förordningen om en gemensam digital ingång,Kommunikationer,2021006883,5884481601,,,"204,223,757","478,904,861","634,501,598","254,444,109","619,868,134","584,575,359","-466,497,882","1,045,459,709","564,139,393","168,327,468","1,058,066,959","738,468,136"
2024,Skogsstyrelsen,Skogsstyrelsen,Förvaltningskostnader,"Areella näringar, landsbygd och livsmedel",2021005612,38449067289,,,"4,438,185,158","439,833,622","4,576,197,608","4,570,169,107","4,463,952,033","455,486,851","1,602,539,006","3,694,143,914","3,600,642,824","4,703,052,131","466,746,872","5,438,118,163"
2024,Lantmäteriet,Skogsstyrelsen,Skogsstyrelsen - till Lantmäteriet,"Areella näringar, landsbygd och livsmedel",2021004888,350673,,,0,0,"0,25338",0,0,"0,56457",0,"125,706",0,"224,967","0,23985",0
2024,Sveriges lantbruksuniversitet,Skogsstyrelsen,Skogsstyrelsen - till Sveriges lantbruksuniversitet,"Areella näringar, landsbygd och livsmedel",2021002817,0,,,"0,083","0,083","0,083","0,083","0,083","0,083","0,083","0,083","0,083","0,083","0,083","0,077"
2024,Skogsstyrelsen,Insatser för skogsbruket,Bidrag till skogsbruket,"Areella näringar, landsbygd och livsmedel",2021005612,4981266757,,,"312,948,716","262,312,947","346,492,922","360,043,474","404,873,702","327,112,782","321,320,437","393,475,838","516,283,005","492,727,214","499,056,258","744,619,462"
2024,Skogsstyrelsen,Insatser för skogsbruket,Kostnader för intrångsersättning och vissa civilrättsliga avtal på naturvårdsområdet,"Areella näringar, landsbygd och livsmedel",2021005612,44362462385,,,"1,395,164,728","1,383,906,503","1,404,338,004","8,493,061,821","2,828,009,113","7,771,829,517","59,755,492","676,889,839","447,448,959","3,206,057,687","4,026,399,644","12,669,601,078"
2024,Statens veterinärmedicinska anstalt,Statens veterinärmedicinska anstalt,Statens veterinärmedicinska anstalt,"Areella näringar, landsbygd och livsmedel",2021001868,17296974784,,,"1,547,865,431","1,517,830,568","16,223,639","1,569,276,765","1,548,216,296","1,501,184,157","1,470,799,007","1,492,772,694","1,382,386,426","2,154,999,317","1,759,066,347","1,336,354,137"
2024,Statens jordbruksverk,Bidrag till veterinär fältverksamhet,Bidrag till veterinär fältverksamhet,"Areella näringar, landsbygd och livsmedel",2021004151,5838328475,,,"9,319,499","9,319,499","114,928,291","1,147,642,118","9,319,499","1,164,275,466","9,319,499","9,319,499","1,097,158,791","9,734,999","1,049,720,076","1,208,271,239"
2024,Statens jordbruksverk,Djurhälsovård och djurskyddsfrämjande åtgärder,Djurhälsovård,"Areella näringar, landsbygd och livsmedel",2021004151,862065,,,"10,115","119,675","0,275","0,125","235,825",0,0,0,"248,325",0,0,"248,125"
2024,Statens jordbruksverk,Bekämpning av smittsamma djursjukdomar,Bekämpning av smittsamma djursjukdomar,"Areella näringar, landsbygd och livsmedel",2021004151,36585510916,,,"1,583,896,335","2,279,769,318","5,509,975,051","3,648,636,776","21,617,784","6,934,645,479","255,924,402","2,894,516,258","4,897,952,317","1,191,307,512","4,244,129,732","3,123,139,952"
2024,Statens jordbruksverk,Bekämpning av smittsamma djursjukdomar,Bidrag till bekämpning av djursjukdomar,"Areella näringar, landsbygd och livsmedel",2021004151,-56195692,,,0,"7,386,012","0,58","368,625","421,732","-82,425,365",0,0,"9,212,769",0,0,"8,840,535"
2024,Statens jordbruksverk,Bekämpning av smittsamma djursjukdomar,Bidrag till utveckling och genomförande av sjukdomskontroller,"Areella näringar, landsbygd och livsmedel",2021004151,3213331093,,,"372,673","429,647,896","12,717,076","502,262,913","467,503,495","169,443,979","0,15672249","0,988974","79,293,547","150,840,422","123,535,478","1,277,713,614"
2024,Naturvårdsverket,Ersättningar för viltskador m.m.,Bidrag för att förebygga skador på annat än renar och fiske samt ersätta inträffade sådana skador,"Areella näringar, landsbygd och livsmedel",2021001975,33138991,,,0,0,"32,026,173",0,0,0,0,0,0,"0,45","1,112,818",0
2024,Havs- och vattenmyndigheten,Ersättningar för viltskador m.m.,Bidrag för att förebygga skador orsakade av vilt och för att ersätta inträffade sådana skador,"Areella näringar, landsbygd och livsmedel",2021006420,-134972,,,"-312,445",0,0,"177,473",0,"0,06168",0,0,0,"0,026501","0,8686",0
2024,Statens jordbruksverk,Statens jordbruksverk,Förvaltningskostnader,"Areella näringar, landsbygd och livsmedel",2021004151,69363384211,,,"8,397,943,768","5,072,350,752","7,601,625,212","6,063,369,652","4,224,541,546","7,308,061,609","5,112,210,093","4,504,066,449","6,106,671,171","621,106,857","6,612,283,201","7,739,153,901"
2024,Statens jordbruksverk,Bekämpning av växtskadegörare,Bekämpning av växtskadegörare,"Areella näringar, landsbygd och livsmedel",2021004151,1447347204,,,"105,146,686","114,432,707","-5,595,763","142,249,968","107,216,124","184,051,467","0,47000738","133,861,482","206,469,002","14,964,005","141,235,185","303,316,341"
2024,Statens jordbruksverk,Gårdsstöd m.m.,Gårdsstöd m.m.,"Areella näringar, landsbygd och livsmedel",2021004151,8.92479E+11,,,"0,01334363","1,209,799,276","144,063,636,466","432,912,029","826,742,249","85,509,997",0,"220,216,058","-6,693,116","0,20242381","0,03354981","745,647,181,451"
2024,Statens jordbruksverk,Gårdsstöd m.m.,EU-medfinansiering av bekämpande av djursjukdomar och växtskadegörare,"Areella näringar, landsbygd och livsmedel",2021004151,0,,,0,"0,006151","0,011084","0,009643","0,012628","0,014772",0,"0,005625","0,004793","0,004282","0,008916","0,968361"
2024,Statens jordbruksverk,Intervention för jordbruksprodukter m.m.,Intervention för jordbruksprodukter m.m.,"Areella näringar, landsbygd och livsmedel",2021004151,600412365,,,0,"24,216,058","-246,312","-181,912","-187,554","551,122,854",0,"-133,172","45,740,724","-19,633,058",0,"-285,263"
2024,Statens jordbruksverk,Nationell medfinansiering till den gemensamma jordbrukspolitiken 2023–2027,Nationell medfinansiering till den gemensamma jordbrukspolitiken 2023–2027,"Areella näringar, landsbygd och livsmedel",2021004151,1.92802E+11,,,"23,771,412,034","2,555,002,241","2,966,566,586","2,936,082,625","2,404,042,448","3,147,714,947","318,506,604","4,391,065,433","3,005,967,399","4,194,445,535","127,401,666,838","15,709,789,545"
2024,Statens jordbruksverk,Nationell medfinansiering till den gemensamma jordbrukspolitiken 2023–2027,Krisstöd till Jordbruksverket,"Areella näringar, landsbygd och livsmedel",2021004151,919512071,,,"923,764,398","0,22682822","0,04013407","0,00673797","0,00311216","0,00897434",0,"0,0050684","0,49948032","0,67196691",0,"-4,252,327"
2024,Statens jordbruksverk,Finansiering från EU-budgeten till den gemensamma jordbrukspolitikens andra pelare 2023–2027,Finansiering EUs gemensamma jordbrukspolitik – Biodling,"Areella näringar, landsbygd och livsmedel",2021004151,11215754,,,"0,2044585","0,571101","10,010,405","1,205,349","0,404702","0,85355312",0,"0,4068305","0,2820775",0,0,"0,44406654"
2024,Statens jordbruksverk,Finansiering från EU-budgeten till den gemensamma jordbrukspolitikens andra pelare 2023–2027,Finansiering EUs gemensamma jordbrukspolitik – Strategisk plan pelare 2,"Areella näringar, landsbygd och livsmedel",2021004151,1.44946E+11,,,"26,221,552,206","2,044,861,765","1,850,508,432","1,477,171,554","1,135,343,318","-6,178,066,284","210,197,818","1,949,137,759","1,239,881,568","2,258,775,047","93,575,034,558","19,161,945,213"
2024,Statens jordbruksverk,Finansiering från EU-budgeten till den gemensamma jordbrukspolitikens andra pelare 2023–2027,Finans EU gem. jordb - Krisstöd till Jordbruksverket,"Areella näringar, landsbygd och livsmedel",2021004151,489427292,,,"489,427,292",0,"0,00323056",0,0,0,0,0,0,0,0,0
2024,Livsmedelsverket,Livsmedelsverket,Livsmedelsverket,"Areella näringar, landsbygd och livsmedel",2021001850,34231018351,,,"2,767,110,126","2,500,474,882","236,281,638","3,255,853,367","2,854,543,253","2,859,703,932","327,835,893","2,825,176,567","3,057,533,301","3,153,795,685","3,672,123,308","6,720,586,399"
2024,Statens jordbruksverk,Konkurrenskraftig livsmedelssektor,Konkurrenskraftig livsmedelssektor - del till Statens jordbruksverk,"Areella näringar, landsbygd och livsmedel",2021004151,1806602704,,,"128,568,306","209,429,235","384,000,374","279,343,148","142,079,816","-102,607,507","0,4929039","-1,017,007,429","887,752,649","159,729,373","21,194,097","714,120,642"
2024,Livsmedelsverket,Konkurrenskraftig livsmedelssektor,Konkurrenskraftig livsmedelssektor - del till Livsmedelsverket,"Areella näringar, landsbygd och livsmedel",2021001850,4912244317,,,"207,610,682","278,687,082","300,193,007","528,828,015","211,220,035","413,071,033","271,757,683","373,672,137","448,028,391","497,479,595","768,398,223","613,298,434"
2024,Länsstyrelsen i Kronobergs län,Konkurrenskraftig livsmedelssektor,Konkurrenskraftig livsmedelssektor - del till Länsstyrelsen i Kronobergs län,"Areella näringar, landsbygd och livsmedel",2021002296,1,,,0,0,0,0,0,0,0,0,0,0,0,1
2024,Sveriges lantbruksuniversitet,Konkurrenskraftig livsmedelssektor,Konkurrenskraftig livsmedelssektor - del till Sveriges lantbruksuniversitet,"Areella näringar, landsbygd och livsmedel",2021002817,11,,,0,0,0,0,0,0,0,0,0,0,0,11
2024,Tillväxtverket,Konkurrenskraftig livsmedelssektor,Konkurrenskraftig livsmedelssektor - del till Tillväxtverket,"Areella näringar, landsbygd och livsmedel",2021006149,2473763167,,,"293,190,723","110,120,411","144,180,466","103,063,758","893,952,299","0,960303","0,4900351","0,9915925","0,7028155","149,700,956","320,332,232","459,222,322"
2024,Kammarkollegiet,Konkurrenskraftig livsmedelssektor,Övriga åtgärder inom konkurrenskraftig livsmedelssektor,"Areella näringar, landsbygd och livsmedel",2021000829,30,,,0,20,10,0,0,0,0,0,0,0,0,0
2024,Verket för innovationssystem,Konkurrenskraftig livsmedelssektor,Konkurrenskraftig livsmedelssektor - del till Verket för innovationssystem,"Areella näringar, landsbygd och livsmedel",2021005216,2,,,0,0,0,2,0,0,0,0,0,0,0,0
2024,Statens veterinärmedicinska anstalt,Konkurrenskraftig livsmedelssektor,Konkurrenskraftig livsmedelssektor - del till Statens veterinärmedicinska anstalt,"Areella näringar, landsbygd och livsmedel",2021001868,0,,,0,0,"0,05520868","0,05712507","0,15561051","0,16770738","0,19646355","0,19662888","0,05538214","0,06075889","0,0551149",0
2024,Länsstyrelsen i Örebro län,Konkurrenskraftig livsmedelssektor,Konkurrenskraftig livsmedelssektor - del till Länsstyrelsen i Örebro län,"Areella näringar, landsbygd och livsmedel",2021002403,278676875,,,"0,0114293","0,01517753","0,0072371","-11,990,812","-5,159,009","295,826,696",0,"0,00031499",0,"0,00029998","0,00209988","0,00155411"
2024,Kammarkollegiet,Bidrag till vissa internationella organisationer m.m.,Bidrag till vissa internationella organisationer m.m.,"Areella näringar, landsbygd och livsmedel",2021000829,4963474093,,,"2,957,457,215",0,"27,238,142",0,"0,14515563","1,978,778,736",0,0,0,0,0,"0,23599944"
2024,Statens jordbruksverk,Åtgärder för landsbygdens miljö och struktur,Åtgärder för landsbygdens miljö och struktur - EJFLU 2014–2022,"Areella näringar, landsbygd och livsmedel",2021004151,63722214457,,,"6,668,409,024","5,002,835,704","6,430,223,081","4,060,349,367","6,623,265,634","-15,394,979",0,"5,130,450,048","4,318,005,678","6,001,211,126","14,895,076,938","4,607,782,836"
2024,Statens jordbruksverk,Åtgärder för landsbygdens miljö och struktur,Landsbygdsstöd - Bidrag till avveckling av minkuppfödning,"Areella näringar, landsbygd och livsmedel",2021004151,-6385671,,,0,0,0,"0,00463778","0,02205037","0,02275922",0,"0,00708647","0,00732287","-6,385,671",0,0
2024,Statens jordbruksverk,Åtgärder för landsbygdens miljö och struktur,"Nationellt stöd, stödområde 1–5","Areella näringar, landsbygd och livsmedel",2021004151,345455700,,,"34,133,842","35,808,715","31,003,652","36,229,415","356,264","3,523,371",0,"67,436,123","32,558,444","31,565,422","41,235,886","31,604,566"
2024,Tillväxtverket,Åtgärder för landsbygdens miljö och struktur,Landsbygdsstöd - Statsbidrag kommuner,"Areella näringar, landsbygd och livsmedel",2021006149,4977035042,,,"0,0301875","0,14307656","158,914,025","3,524,026,367","54,312,655","1,239,781,995","0,03366514","0,05220097","0,03815","0,07133286","0,185567","0,26119767"
2024,Statens jordbruksverk,Åtgärder för landsbygdens miljö och struktur,Finansiella korrigeringar m.m.,"Areella näringar, landsbygd och livsmedel",2021004151,15871052429,,,"0,00461729","13,698,598,353","452,081,625","281,643,863","0,65622164","0,42784173","0,02065405","1,438,728,588","0,62633623",0,0,0
2024,Statens jordbruksverk,Från EU-budgeten finansierade åtgärder för landsbygdens miljö och struktur,Från EU-budgeten finansierade åtgärder inom programmet för lokalt ledd utveckling - LLU 2014–2020,"Areella näringar, landsbygd och livsmedel",2021004151,-96963,,,0,0,"0,062652",0,"-62,652",0,0,0,0,0,0,"-34,311"
2024,Statens jordbruksverk,Från EU-budgeten finansierade åtgärder för landsbygdens miljö och struktur,Från EU-budgeten finansierade åtgärder för landsbygdens miljö och struktur - EJFLU 2014–2022,"Areella näringar, landsbygd och livsmedel",2021004151,89359506150,,,"7,173,714,329","8,660,132,294","10,528,882,701","6,519,895,118","9,726,241,817","5,869,759,323",0,"8,024,945,325","6,067,653,783","5,764,147,129","16,099,383,045","4,924,751,286"
